datetime,CONTESTANT_A_robot,CONTESTANT_A_sloth-1,CONTESTANT_A_sloth-2,CONTESTANT_A_sloth-3,CONTESTANT_A_sloth-4,CONTESTANT_A_rabbit-1,CONTESTANT_A_rabbit-2,CONTESTANT_A_turtle,CONTESTANT_A_koala,CONTESTANT_B_robot,CONTESTANT_B_sloth-1,CONTESTANT_B_sloth-2,CONTESTANT_B_sloth-3,CONTESTANT_B_sloth-4,CONTESTANT_B_rabbit-1,CONTESTANT_B_rabbit-2,CONTESTANT_B_turtle,CONTESTANT_B_koala
2026-07-17,0.9408841009144896,0.9462395927116208,1.0,1.0,1.0,0.961941833436361,0.9786265465129095,0.9374657671555067,0.885830014474472,0.9587607267585555,0.9982821163870603,1.0,1.0,1.0,0.9607816934404773,0.9685016137073617,0.9641581568403278,0.8996154662731828
2026-07-20,0.9623938907804296,0.9690316124243847,1.016814200817735,1.0,1.0,0.9621367744176991,0.9732671752651646,0.9605968564547617,0.895705830413623,0.9773492221566298,1.0248525806927293,1.02810157291623,1.0,1.0,0.9651969670181942,0.9561322516516999,0.9905639377976481,0.9078416073966347
2026-07-21,0.9845618858470917,0.9911936128996065,1.034644190676972,1.0,1.0,0.9848267601532659,0.9998631649547386,0.9791808518845596,0.9161198380669571,1.0015772230077307,1.0440285820360375,1.0417115753904693,1.0,1.0,0.9899509542757168,0.9914442371371687,1.0080819473060187,0.9340536170557259
2026-07-22,1.007383873770449,1.0113075881719744,1.0511601633752454,1.0,1.0,0.9993847672046756,1.0108211722274993,0.9943468236955456,0.9351838323412872,1.02214321856896,1.0684285750554887,1.067803566145315,1.0,1.0,0.9978269608539324,0.9934682471240023,1.0306779324862574,0.9363096221550824
2026-07-23,1.0496238812675645,1.046095595613991,1.076886174693928,1.0,1.0,1.0305147738355473,1.0429551765282954,1.0273188313316204,0.9266958303932691,1.0603532127746231,1.110032568424693,1.0962895654636164,1.0,1.0,1.026378966330057,1.023986252103411,1.0690359313462143,0.9248356170645055
2026-07-24,1.0115278831677972,1.005209598616356,1.0378441786955122,1.0,1.0,1.0012027668606036,1.010953174029363,0.988528844382363,0.8967798382090931,1.021179235283231,1.0685085926876172,1.0548115856637992,1.0,1.0,0.9998509740083399,0.9965802521460883,1.0259179581900297,0.8934216271776408
2026-07-27,1.024702972388652,1.0199011575731751,1.0494253715050361,1.016382487839154,1.0,1.014184657737748,1.0212304996651804,1.0031521673027037,0.9057377474013615,1.039033266738734,1.0823767557358417,1.0640683047897062,1.0133661480187626,1.0,1.0101715033628904,1.0094357819860926,1.0391408938600573,0.9014714368314785
2026-07-28,0.9999709614240118,0.9966851570976288,1.0314113708296284,1.001044496543342,1.0,0.997690661399204,1.0021785068901807,0.9863781718985065,0.885877750146268,1.016059274292978,1.0625547634307544,1.0491483072342522,1.004066150941341,1.0,1.0017795149183104,0.9987697891858491,1.0230689005247195,0.8851234360970366
2026-07-29,1.018976953642812,1.0164171438731104,1.0517113595405059,1.0175524744353037,1.0,1.0098986497736089,1.010856499729543,1.0045141632618904,0.8867917602299772,1.0333572618875935,1.0837727463150406,1.0697822952003964,1.0244821396195638,1.0,1.0094214979056528,1.006385784863106,1.0423748853506658,0.8866134383047519
2026-07-30,1.0071109574898331,1.009475145216386,1.0487753646430436,1.0140164861148686,1.0,1.0006926528182183,1.0029804995275453,1.0025941561156422,0.8672837557814688,1.027199268997348,1.0865207543807074,1.074744300535002,1.03136614596541,1.0,1.005927506146493,1.0028077867497815,1.0444188902563336,0.8696174354677463
2026-07-31,1.014794957163902,1.0146311390770337,1.0562833587593576,1.0316104746079402,1.0,1.0098306546132232,1.0113105035568593,1.0171621553427204,0.8805337562189574,1.0316812637138304,1.0887407429233913,1.0749382980239348,1.035300143538972,1.0,1.0057654993278247,1.0043097819425677,1.0459148900407575,0.882765431877035
2026-08-03,1.019529569368286,1.0230766626639956,1.0620760522511956,1.04178658132737,1.0063551643924191,1.0157728966484227,1.0163873673276862,1.0221896405752113,0.8718768245523678,1.035827312404575,1.0923487564709873,1.0773036690930213,1.0373425591878431,1.0053415058562516,1.0018363768129954,1.0008862259214524,1.0460671685931346,0.8731005432418582
2026-08-04,1.0387455848810343,1.035236687055611,1.071100067744837,1.0490486001267791,1.0119511798370424,1.042408901898745,1.0354733720972673,1.034133655699583,0.8767468298965448,1.0560233184843573,1.1034227727336714,1.0819856656838913,1.041180557758018,1.0036415107290029,1.026512372241135,1.0233182259644742,1.0533271804824778,0.8782645360752925
2026-08-05,1.063635575861738,1.0608686766035098,1.0933260728380356,1.0700685982270546,1.0299931751829747,1.0717268911243256,1.0579353605146133,1.0535676662936515,0.8929788183199503,1.0818653084333656,1.1284687526460329,1.1045156667559546,1.0601985616176786,1.0160915085264879,1.0510423753758111,1.0450442281968153,1.078489168796929,0.8942265455161197
2026-08-06,1.0619515755692477,1.0575566733224624,1.0928420570110238,1.070682588309997,1.0318491615969176,1.0775888904918172,1.0622833657861415,1.0528856484876878,0.8960088254571669,1.088053314761288,1.1307787560641942,1.1030896564570278,1.0589665567072628,1.0152995026341702,1.062344368452647,1.0565062274139365,1.0841191714943044,0.8940225496577049
2026-08-07,1.085573581038539,1.077460677037948,1.1134860725771218,1.0887905994047617,1.0421031717048148,1.106706909091831,1.0870493755521338,1.0684716538278671,0.9036308324096981,1.111109317060061,1.1497527628119877,1.1187876795917775,1.0736785740240395,1.025965525969679,1.0854203863075065,1.0785622460916686,1.1012971889473564,0.9093765548584521
2026-08-10,1.0940466838206955,1.0940540556636724,1.1345673347613847,1.1136384237146648,1.0626466246627293,1.1105420938231598,1.0908070963063272,1.0813805751978691,0.9124993823025241,1.1234368656657725,1.1655504729755204,1.1347890728735517,1.091301104805492,1.0442720707906847,1.091763399558365,1.0894364392150504,1.1246018495040684,0.9157165632696149
2026-08-11,1.0872306753351648,1.079294056388885,1.1153173520995603,1.0922884253042866,1.0424926249930366,1.1051860782960563,1.084183083502792,1.066252560799988,0.9014793990761029,1.1045548484593781,1.143008461640131,1.1104010782591143,1.0731471121896425,1.0275340758598037,1.0892074032378694,1.0856464505396681,1.1034398499135663,0.8989345758294912
2026-08-12,1.098758698417245,1.0886660751332917,1.12439337029037,1.1011704461118452,1.0523086338481478,1.1124820830190094,1.0900130899034188,1.0748705758030994,0.9071953868981274,1.1177288657669049,1.1597684885848316,1.1257430932561292,1.0853131170736106,1.0357280780004945,1.0897154119422827,1.0810364525183085,1.1156698460613519,0.9082925659082329
2026-08-13,1.0793806927209746,1.0648840736073857,1.0971613665264552,1.072400446729302,1.0252106396605247,1.1001760711440414,1.0792510725975928,1.0541565800287807,0.9015133958085177,1.1019848526319942,1.1374324780266174,1.098003087581699,1.055747120196937,1.0044420877652682,1.0866833959878013,1.0783964372818118,1.0881518572678697,0.9048985755751896
2026-08-14,1.0926206931387639,1.072482065769846,1.1002633610876287,1.074882443799209,1.028256629786807,1.1112380794829375,1.0879090865000733,1.0614325709407675,0.8982953917863888,1.1127408469163826,1.148816474616269,1.1048930800451935,1.0601571106580663,1.0064020761276542,1.0891913969651186,1.0733404399781905,1.094637849299029,0.9022805632707159
2026-08-17,1.1189243225181325,1.1002024309328973,1.1271089197904811,1.0987492788296882,1.0492968306444883,1.1276401185243574,1.103609036741975,1.0812199836242216,0.9066977783957054,1.129713373440383,1.1689588662085724,1.1228977272485543,1.0757862992632112,1.0222269240458903,1.0991489747307297,1.081391900176012,1.1123675374050592,0.9146674636115606
2026-08-18,1.1107363187884693,1.0934844373926411,1.1209089066364237,1.0921792702451711,1.04740881740893,1.1268481257433587,1.1030570444078327,1.0750839822183684,0.9027957882802201,1.1305213762484252,1.1670128857940496,1.11810573854013,1.0702483055783265,1.018166932609417,1.1003049651821468,1.0822778901597923,1.1131675541352424,0.9121754717804241
2026-08-19,1.0568583257043855,1.0403184385712525,1.0736869172625905,1.048013274446696,1.0147788204135562,1.1012221196057375,1.0785990381630484,1.0305519865510144,0.877955789808936,1.0975173863413148,1.1239428904718969,1.0695797416791166,1.0314063113123937,0.9895249281521471,1.0866749891976963,1.0683879130524807,1.083641545101428,0.879935467919361
2026-08-20,1.0530163266003394,1.0362904384886675,1.0697469162261852,1.047767272227232,1.0109568242027536,1.1004681177029203,1.077657036323473,1.0331700012052587,0.8831017873883106,1.0991573876995833,1.1259608912767178,1.0698937448159789,1.0315643071397997,0.9911249298275183,1.0873989865785465,1.0687379104389205,1.0888035633963733,0.8886874577351059
2026-08-21,1.081068319219554,1.0623664339704242,1.097048910298623,1.0712672664695075,1.0313408227075942,1.1143261326292278,1.0912070505097229,1.0532079931484157,0.8832137838252371,1.114109381921156,1.1444088889943425,1.091197746646062,1.0494983079346643,1.0070409356043897,1.0977609731279212,1.0794338982294214,1.1064075489505603,0.8878454636658032
2026-08-24,1.0688061435382334,1.0475566403150012,1.0807658911063653,1.0577529120539158,1.0179039383159643,1.1094394171742,1.0864355927257137,1.0415080214883539,0.8756525084098274,1.111338383641413,1.1374827741830869,1.0787604001941427,1.0354321628055578,0.9962652006614743,1.1101534057003384,1.0916830090080258,1.0993024649987122,0.8748467031351924
2026-08-25,1.0695701579888095,1.043496653104664,1.0754098926051263,1.045934912677426,1.0017719381432382,1.1168694194070454,1.091965590338907,1.0394140089998871,0.8779845229426608,1.1037583808886977,1.1259067800632032,1.0703483973968497,1.0288641528437381,0.9856571847433078,1.1092694094761493,1.0910250119997784,1.088982451200806,0.8696627138882708
2026-08-26,1.0750401431332497,1.0510346424952814,1.0802878841627208,1.0511288988140335,1.0080619312211345,1.124963425621429,1.0992776019373387,1.0422040202090175,0.8877825089605167,1.112100377569927,1.1343407709680737,1.0766923966482511,1.033556156007512,0.990531189166771,1.1161854134244507,1.097725016043627,1.0936624619243769,0.8849907144944275
2026-08-27,1.0900441599067379,1.0680046620988688,1.0970879001037703,1.0620089230491352,1.0131919448214086,1.134535429676366,1.1069375983034364,1.0550820320873975,0.8961065102230662,1.1232423920797645,1.1430787826252506,1.089340402035015,1.0474701554919057,0.9991411816443431,1.1105994195007425,1.0923510221260824,1.1050204624525688,0.8962107057139219
2026-08-28,1.0864781535865227,1.066112647715192,1.0924538961698902,1.061020918081051,1.0137999414489614,1.1313454150343434,1.1040155959790285,1.0572400255574166,0.8951745112759636,1.1220223902276785,1.1437567795604744,1.0868503946279975,1.0468641605776152,1.001093192200723,1.1076334069121287,1.089525009727332,1.1059924601884814,0.8977667080964493
